cutoff,e1.te2,e1.te,e1.pnde,e1.tnie,e1.tnde,e1.pnie,e1.pm,e1.beta0,e1.beta1,e1.sigma,e1.theta1,e1.theta2,e1.theta3,interaction,iter
90,0.733098107165627,0.73321976959377,0.481786540744087,0.251433228849683,0.553680591510387,0.179539178083384,0.427824172058846,100.100070871944,-47.0251084181541,19.6278319647637,0.632124958411153,-0.00381794288461592,-0.00152884391306463,1,1
110,0.674197125497557,0.674969750764162,0.405601616020121,0.26936813474404,0.374706141910155,0.300263608854007,0.481101149145519,106.794773028907,-47.1772312786089,19.919085090963,0.3372324192087,-0.00636458733834498,0.000654881036309884,1,1
130,0.73355934412062,0.732219162694714,0.483250414494083,0.248968748200631,0.489929882959842,0.242289279734872,0.424524188483861,111.963382601431,-47.0745324764985,20.440977470436,0.498827696868415,-0.00514692907159158,-0.000141891339422082,1,1
150,0.651671356938653,0.652059100785039,0.332586801753298,0.319472299031742,0.360763944490299,0.29129515629474,0.570880275828509,114.805563821691,-46.5285036779566,21.0467583874946,0.400351111989273,-0.00626057434193278,-0.000605588843604933,1,1
1000,0.71732716460046,0.719204557186769,0.384549009424654,0.334655547762115,0.346664228102937,0.372540329083831,0.554567028062155,116.304066546868,-47.4773604054052,21.3837616953547,0.294461136941532,-0.00784669421178306,0.000797954667197617,1,1
90,0.704474364973306,0.704366021480404,0.439598657889286,0.264767363591118,0.459627450121212,0.244738571359192,0.460098176749922,100.432675500367,-47.6142607189767,19.6430933334065,0.480976954008407,-0.00514002669922063,-0.000420646922360877,1,2
110,0.687846261951537,0.68895900261124,0.464957359601788,0.224001643009452,0.455426071241846,0.233532931369394,0.403064001566808,106.714731432184,-47.0221334830586,19.7940759340979,0.443712883228943,-0.00496644694893592,0.000202697913810649,1,2
130,0.712992430266893,0.718161307883422,0.382034187155573,0.336127120727849,0.466611259411572,0.25155004847185,0.557171181220124,112.192434272216,-47.5918361475883,20.3255467393956,0.576882230651492,-0.00528557140959558,-0.0017771340444549,1,2
150,0.715278342267477,0.719474121021487,0.416119139206352,0.303354981815134,0.458429469763239,0.261044651258247,0.510072666546294,114.740162823679,-46.8831273140447,21.0118661516455,0.517269719104462,-0.00556798716752939,-0.000902463913583935,1,2
1000,0.703195923304672,0.708172927488393,0.357025396425163,0.35114753106323,0.43016550111733,0.278007426371063,0.583537651679416,116.061048982172,-46.6884760718812,21.2899934385102,0.534057249122903,-0.00595451918248616,-0.00156655583659576,1,2
90,0.722987204090486,0.72337051610577,0.48983037538877,0.233540140717,0.473247660696098,0.250122855409672,0.404505758063503,99.9044395406338,-46.9916869860043,19.5416704031042,0.455268989382449,-0.00532270432181265,0.000352886132766656,1,3
110,0.720137595235651,0.720319461973529,0.50911851837088,0.211200943602649,0.479655972315602,0.240663489657927,0.370836467320862,106.817807006894,-47.1828979652815,20.0226611323904,0.443616716878732,-0.00510065087216588,0.000624432735711941,1,3
130,0.728562887743216,0.72821096674822,0.448109543412382,0.280101423335838,0.481634218041484,0.246576748706736,0.472311761270534,111.775336535786,-47.3155493383933,20.5630262899547,0.525638743285728,-0.00521132592043385,-0.000708533982969079,1,3
150,0.685493259443532,0.682920465071423,0.439368738201268,0.243551726870155,0.395836549306513,0.28708391576491,0.436812215576468,115.287257252269,-47.5573885301593,21.0926810988214,0.336111234452161,-0.00603657863978067,0.000915361213897355,1,3
1000,0.721062580816226,0.71972913023867,0.409243492425443,0.310485637813226,0.453270418656784,0.266458711581886,0.520173234600813,115.966321517849,-47.1519287473987,21.3958574524488,0.514909058584524,-0.00565106706470805,-0.00093372482103968,1,3
90,0.725279409658732,0.724571703029733,0.47305951409938,0.251512188930353,0.482439697323004,0.242132005706729,0.43140610399809,99.7657438950334,-47.1207251408708,19.5206811112142,0.492522246163629,-0.00513854583058427,-0.000199067038878993,1,4
110,0.685135457173146,0.685925127573002,0.492267299242029,0.193657828330973,0.436556236571675,0.249368891001327,0.354691301905009,106.349423443882,-46.2098146954295,19.9899468655007,0.366360644641315,-0.00539644862557719,0.00120561103820796,1,4
130,0.704387951033538,0.706315056570527,0.403475823242211,0.302839233328316,0.481629216810935,0.224685839759592,0.515816618497194,112.09836394433,-47.2731262823674,20.360284839252,0.584976460889599,-0.00475292956969929,-0.00165323090971189,1,4
150,0.692362304353916,0.694204580426476,0.429226761520043,0.264977818906433,0.423812782656262,0.270391797770215,0.465062567540381,115.058775178158,-47.3869845074448,21.034017578298,0.416366797655261,-0.00570603511873042,0.000114250335193436,1,4
1000,0.709498908858587,0.706149202504467,0.406431940704056,0.299717261800411,0.394511833196815,0.311637369307652,0.511339175890096,115.912961771886,-47.0215148937922,21.4207987119956,0.377803800075437,-0.00662754847459826,0.000253503264073165,1,4
90,0.666336621289346,0.667172103661372,0.408758577864173,0.258413525797199,0.430402854287207,0.236769249374165,0.467757593573897,99.6944784220089,-46.3725400575019,19.7322928015084,0.454320433191338,-0.00510580721005516,-0.000466747700173317,1,5
110,0.734003298525715,0.732438455884173,0.541406859391246,0.191031596492927,0.476580923411271,0.255857532472901,0.33488414859747,106.803804475949,-47.2668205385021,19.8206405535598,0.397473662071287,-0.00541304724028322,0.00137148924428224,1,5
130,0.691301612693682,0.689760260630013,0.395165158126443,0.29459510250357,0.406353635688795,0.283406624941218,0.512071069109964,111.864392893993,-46.9547381658914,20.3408364890098,0.421213645324523,-0.00603574071566411,-0.000238282184064626,1,5
