cutoff,e1.te2,e1.te,e1.pnde,e1.tnie,e1.tnde,e1.pnie,e1.pm,e1.beta0,e1.beta1,e1.sigma,e1.theta1,e1.theta2,e1.theta3,interaction,iter
90,1.78082642064166,1.78166974733795,1.72563619815576,0.0560335491821905,1.72563619815576,0.0560335491821905,0.0655239958494185,100.100070871944,-47.0251084181541,19.6278319647637,1.72563619815576,-0.00119156661339155,,1,1
110,1.8582774234098,1.86170055777628,1.74576506752516,0.115935490251122,1.74576506752516,0.115935490251122,0.129609736680047,106.794773028907,-47.1772312786089,19.919085090963,1.74576506752516,-0.00245744582946075,,1,1
130,2.02222742880166,2.02210593242164,1.95348929514764,0.0686166372739931,1.95348929514764,0.0686166372739931,0.0764334307313309,111.963382601431,-47.0745324764985,20.440977470436,1.95348929514764,-0.00145761696748129,,1,1
150,2.00849873064152,2.00962089249265,1.90148795824437,0.10813293424828,1.90148795824437,0.10813293424828,0.118356112975125,114.805563821691,-46.5285036779566,21.0467583874946,1.90148795824437,-0.00232401486617136,,1,1
1000,2.09199072465819,2.09537971325549,1.9455518655885,0.149827847666997,1.9455518655885,0.149827847666997,0.158663135540349,116.304066546868,-47.4773604054052,21.3837616953547,1.9455518655885,-0.00315577459209252,,1,1
90,1.75588105214215,1.75907992233397,1.66818727612507,0.0908926462088951,1.66818727612507,0.0908926462088951,0.104958452620675,100.432675500367,-47.6142607189767,19.6430933334065,1.66818727612507,-0.00190893746613753,,1,2
110,1.87383886912299,1.87595876972602,1.81349222761234,0.0624665421136799,1.81349222761234,0.0624665421136799,0.0715116655066079,106.714731432184,-47.0221334830586,19.7940759340979,1.81349222761234,-0.00132844976368811,,1,2
130,1.99961537752647,2.00184136518772,1.88714183482539,0.114699530362328,1.88714183482539,0.114699530362328,0.125291099851209,112.192434272216,-47.5918361475883,20.3255467393956,1.88714183482539,-0.00241006734866522,,1,2
150,2.06419335939063,2.06619780718315,1.98277007953691,0.0834277276462348,1.98277007953691,0.0834277276462348,0.0916516155439381,114.740162823679,-46.8831273140447,21.0118661516455,1.98277007953691,-0.00177948299155467,,1,2
1000,2.0812358881208,2.07957042873491,1.97287453211288,0.106695896622037,1.97287453211288,0.106695896622037,0.11565620292854,116.061048982172,-46.6884760718812,21.2899934385102,1.97287453211288,-0.00228527263253932,,1,2
90,1.77550722954535,1.7777096313552,1.68967903119278,0.0880306001624205,1.68967903119278,0.0880306001624205,0.10140753739909,99.9044395406338,-46.9916869860043,19.5416704031042,1.68967903119278,-0.00187332283236903,,1,3
